,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Formation,Play
11507,2,0,54,CHI,ARI,1,10,88,SHOTGUN,PASS
11508,2,0,48,CHI,ARI,2,11,87,SHOTGUN,PASS
11512,3,14,53,CHI,ARI,1,10,20,UNDER CENTER,RUSH
11513,3,14,21,CHI,ARI,2,10,20,SHOTGUN,PASS
11514,3,14,21,CHI,ARI,3,15,15,SHOTGUN,PASS
11517,3,12,41,CHI,ARI,1,10,20,SHOTGUN,RUSH
11519,3,11,53,CHI,ARI,2,13,17,SHOTGUN,PASS
11520,3,11,13,CHI,ARI,3,14,16,SHOTGUN,PASS
11521,3,10,42,CHI,ARI,4,4,26,PUNT,KICK
11522,3,10,29,ARI,CHI,1,10,25,UNDER CENTER,RUSH
11523,3,9,53,ARI,CHI,2,7,28,UNDER CENTER,RUSH
11524,3,9,17,ARI,CHI,1,10,36,UNDER CENTER,RUSH
11525,3,8,37,ARI,CHI,2,9,37,UNDER CENTER,PASS
11526,3,8,29,ARI,CHI,3,9,37,SHOTGUN,PASS
11528,3,7,33,ARI,CHI,1,5,66,UNDER CENTER,PASS
11529,3,6,50,ARI,CHI,1,10,86,UNDER CENTER,RUSH
11530,3,6,13,ARI,CHI,2,9,87,UNDER CENTER,RUSH
11534,3,6,6,CHI,ARI,1,10,20,UNDER CENTER,PASS
11535,3,5,30,CHI,ARI,1,10,35,UNDER CENTER,RUSH
11536,3,4,54,CHI,ARI,1,10,62,NO HUDDLE,RUSH
11537,3,4,28,CHI,ARI,1,17,55,SHOTGUN,PASS
11538,4,14,24,NE,HOU,3,7,50,SHOTGUN,PASS
11539,3,3,50,CHI,ARI,2,12,60,NO HUDDLE,RUSH
11540,3,2,31,CHI,ARI,4,5,67,FIELD GOAL,KICK
11542,3,2,26,ARI,CHI,1,10,20,UNDER CENTER,RUSH
11543,3,1,45,ARI,CHI,2,7,23,UNDER CENTER,RUSH
11544,3,1,0,ARI,CHI,3,3,27,SHOTGUN,PASS
11545,3,0,53,ARI,CHI,4,3,27,UNDER CENTER,KICK
11546,3,0,53,ARI,CHI,4,8,22,PUNT,KICK
11548,3,0,39,CHI,ARI,1,15,51,SHOTGUN,PASS
11549,3,0,17,CHI,ARI,1,25,41,SHOTGUN,PASS
11550,4,15,0,CHI,ARI,2,19,47,SHOTGUN,PASS
11551,4,14,55,CHI,ARI,3,19,47,SHOTGUN,PASS
11552,4,14,26,CHI,ARI,4,29,37,PUNT,KICK
11553,4,14,18,ARI,CHI,1,10,19,UNDER CENTER,PASS
11554,4,14,12,ARI,CHI,1,10,24,UNDER CENTER,RUSH
11555,4,13,34,ARI,CHI,2,3,31,UNDER CENTER,RUSH
11556,4,13,12,ARI,CHI,2,8,26,UNDER CENTER,RUSH
11557,4,12,33,ARI,CHI,1,10,40,UNDER CENTER,RUSH
11558,4,11,4,ARI,CHI,2,11,52,UNDER CENTER,PASS
11559,4,10,59,ARI,CHI,3,11,52,SHOTGUN,PASS
11562,4,10,12,ARI,CHI,4,10,53,PUNT,KICK
11563,4,10,3,CHI,ARI,1,10,4,SHOTGUN,RUSH
11564,4,9,17,CHI,ARI,2,12,2,UNDER CENTER,RUSH
11565,4,8,35,CHI,ARI,3,11,3,UNDER CENTER,PASS
11566,4,7,58,CHI,ARI,4,7,7,PUNT,KICK
11567,4,7,46,ARI,CHI,1,10,54,UNDER CENTER,PASS
11568,4,7,4,ARI,CHI,1,10,68,UNDER CENTER,PASS
11569,4,6,57,ARI,CHI,2,10,68,UNDER CENTER,RUSH
11570,4,6,14,ARI,CHI,3,5,73,SHOTGUN,PASS
11572,4,5,46,ARI,CHI,4,1,77,UNDER CENTER,PASS
11573,4,5,3,ARI,CHI,1,10,79,UNDER CENTER,RUSH
11574,4,4,22,ARI,CHI,2,7,82,UNDER CENTER,RUSH
11575,4,3,36,ARI,CHI,3,3,86,UNDER CENTER,RUSH
11576,4,2,49,ARI,CHI,1,9,91,UNDER CENTER,PASS
11579,4,2,42,CHI,ARI,1,10,20,SHOTGUN,PASS
11580,4,2,13,CHI,ARI,1,10,42,NO HUDDLE SHOTGUN,PASS
11581,4,13,49,NE,HOU,4,16,41,PUNT,KICK
11582,4,2,5,CHI,ARI,1,10,63,NO HUDDLE SHOTGUN,PASS
11585,4,1,57,CHI,ARI,1,15,68,SHOTGUN,PASS
11586,4,1,53,CHI,ARI,2,15,68,SHOTGUN,PASS
11587,4,1,21,CHI,ARI,3,7,76,NO HUDDLE SHOTGUN,PASS
11589,4,1,16,CHI,ARI,4,7,76,SHOTGUN,PASS
11590,4,1,11,ARI,CHI,1,10,24,UNDER CENTER,RUSH
11591,4,0,30,ARI,CHI,2,11,23,UNDER CENTER,RUSH
11594,1,14,55,MIN,DET,1,10,25,UNDER CENTER,RUSH
11595,1,14,26,MIN,DET,2,10,25,UNDER CENTER,RUSH
11596,1,13,57,MIN,DET,1,10,36,UNDER CENTER,RUSH
11597,1,13,27,MIN,DET,2,8,38,SHOTGUN,PASS
11598,1,13,25,MIN,DET,3,8,38,SHOTGUN,PASS
11599,1,13,17,MIN,DET,1,10,55,NO HUDDLE,RUSH
11600,1,12,49,MIN,DET,1,10,80,SHOTGUN,RUSH
11601,1,12,15,MIN,DET,2,5,85,SHOTGUN,RUSH
11602,1,11,40,MIN,DET,3,3,87,SHOTGUN,RUSH
11603,1,11,3,MIN,DET,1,5,95,SHOTGUN,RUSH
11604,1,10,29,MIN,DET,2,5,95,SHOTGUN,PASS
11607,1,10,25,DET,MIN,1,10,20,SHOTGUN,PASS
11608,1,10,21,DET,MIN,2,10,20,UNDER CENTER,RUSH
11609,1,9,37,DET,MIN,3,10,20,SHOTGUN,PASS
11610,1,8,55,DET,MIN,1,10,39,UNDER CENTER,RUSH
11611,1,8,18,DET,MIN,2,3,46,UNDER CENTER,RUSH
11612,1,7,37,DET,MIN,3,3,46,SHOTGUN,PASS
11613,1,7,35,DET,MIN,4,3,46,PUNT,KICK
11614,1,7,25,MIN,DET,1,10,19,SHOTGUN,RUSH
11615,1,6,56,MIN,DET,2,12,17,NO HUDDLE SHOTGUN,RUSH
11616,1,6,11,MIN,DET,3,5,24,SHOTGUN,PASS
11617,1,5,33,MIN,DET,4,1,28,PUNT,KICK
11618,1,5,25,DET,MIN,1,10,10,SHOTGUN,PASS
11619,1,4,52,DET,MIN,2,3,17,UNDER CENTER,RUSH
11621,1,4,2,DET,MIN,1,10,20,UNDER CENTER,PASS
11622,1,3,24,DET,MIN,2,7,23,UNDER CENTER,PASS
11623,1,3,15,DET,MIN,2,17,13,SHOTGUN,PASS
11625,1,2,38,DET,MIN,3,17,13,SHOTGUN,PASS
11626,1,2,33,DET,MIN,4,17,13,PUNT,KICK
11627,1,2,24,MIN,DET,1,10,50,SHOTGUN,RUSH
11628,1,1,59,MIN,DET,2,1,59,UNDER CENTER,RUSH
11629,1,1,46,MIN,DET,1,10,65,NO HUDDLE SHOTGUN,RUSH
11630,1,1,9,MIN,DET,1,6,94,NO HUDDLE SHOTGUN,RUSH
11632,1,0,32,MIN,DET,2,3,97,UNDER CENTER,RUSH
11634,2,15,0,MIN,DET,3,1,99,UNDER CENTER,RUSH
11635,2,14,31,MIN,DET,4,1,99,UNDER CENTER,RUSH
11638,2,14,26,DET,MIN,1,10,20,SHOTGUN,PASS
11639,2,13,50,DET,MIN,1,10,30,UNDER CENTER,RUSH
11640,2,13,13,DET,MIN,2,8,32,SHOTGUN,PASS
11641,2,12,39,DET,MIN,1,10,48,SHOTGUN,PASS
11642,2,12,10,DET,MIN,2,5,53,UNDER CENTER,RUSH
11643,2,11,30,DET,MIN,3,2,56,SHOTGUN,PASS
11644,2,7,25,DET,MIN,2,6,92,SHOTGUN,PASS
11645,2,7,21,DET,MIN,3,6,92,SHOTGUN,PASS
11646,2,7,16,DET,MIN,4,6,92,FIELD GOAL,KICK
11648,2,7,12,MIN,DET,1,10,20,SHOTGUN,RUSH
11649,2,6,40,MIN,DET,2,6,24,SHOTGUN,PASS
11650,2,6,4,MIN,DET,3,2,28,UNDER CENTER,PASS
11651,2,5,22,MIN,DET,1,10,77,SHOTGUN,PASS
11652,2,4,51,MIN,DET,1,10,88,SHOTGUN,RUSH
11653,2,4,11,MIN,DET,2,7,91,SHOTGUN,PASS
11654,2,4,4,MIN,DET,1,4,96,UNDER CENTER,RUSH
11655,2,3,22,MIN,DET,2,8,92,SHOTGUN,PASS
11656,2,2,40,MIN,DET,3,10,90,SHOTGUN,PASS
11657,2,2,35,MIN,DET,4,10,90,FIELD GOAL,KICK
11659,2,2,26,DET,MIN,1,10,27,SHOTGUN,PASS
11660,2,2,1,DET,MIN,1,10,45,SHOTGUN,PASS
11662,2,1,57,DET,MIN,2,10,45,SHOTGUN,PASS
11663,2,1,53,DET,MIN,1,10,50,SHOTGUN,PASS
11664,2,1,49,DET,MIN,2,10,50,SHOTGUN,PASS
11665,2,1,26,DET,MIN,1,10,68,SHOTGUN,PASS
11666,2,1,21,DET,MIN,2,7,71,SHOTGUN,PASS
11667,2,1,2,DET,MIN,1,10,81,NO HUDDLE SHOTGUN,PASS
11668,4,11,57,HOU,NE,1,10,16,UNDER CENTER,RUSH
11669,2,0,42,DET,MIN,2,2,89,NO HUDDLE SHOTGUN,PASS
11672,2,0,26,MIN,DET,1,10,22,UNDER CENTER,RUSH
11675,3,15,0,DET,MIN,1,10,20,SHOTGUN,RUSH
11676,3,14,17,DET,MIN,2,9,21,UNDER CENTER,PASS
11677,3,13,47,DET,MIN,1,10,32,SHOTGUN,PASS
11678,3,13,37,MIN,DET,1,6,94,SHOTGUN,RUSH
11679,3,13,29,DET,MIN,1,10,11,SHOTGUN,PASS
11680,3,12,48,DET,MIN,2,7,14,UNDER CENTER,RUSH
11681,3,12,5,DET,MIN,3,12,9,SHOTGUN,PASS
11682,3,11,36,DET,MIN,4,9,12,PUNT,KICK
11683,3,11,25,MIN,DET,1,10,66,SHOTGUN,PASS
11684,3,10,59,MIN,DET,1,10,78,UNDER CENTER,RUSH
11685,3,10,33,MIN,DET,1,10,89,UNDER CENTER,RUSH
11686,3,9,52,MIN,DET,2,6,93,SHOTGUN,PASS
11687,3,9,46,MIN,DET,3,6,93,SHOTGUN,PASS
11688,3,9,5,MIN,DET,1,1,99,UNDER CENTER,RUSH
11689,3,8,56,MIN,DET,1,1,99,UNDER CENTER,RUSH
11692,3,8,49,DET,MIN,1,10,21,UNDER CENTER,PASS
11693,3,8,19,DET,MIN,1,10,39,SHOTGUN,PASS
11694,3,7,43,DET,MIN,2,1,48,UNDER CENTER,RUSH
11695,3,7,31,MIN,DET,1,10,47,UNDER CENTER,RUSH
11696,3,6,56,MIN,DET,2,2,55,UNDER CENTER,RUSH
11697,3,6,40,MIN,DET,1,10,44,SHOTGUN,PASS
11698,3,6,4,MIN,DET,2,9,45,SHOTGUN,PASS
11699,3,5,29,MIN,DET,3,4,50,SHOTGUN,PASS
11700,3,4,52,MIN,DET,4,1,53,PUNT,KICK
11701,3,3,33,DET,MIN,3,2,16,SHOTGUN,PASS
11702,3,3,1,DET,MIN,1,10,27,SHOTGUN,PASS
11703,3,2,57,DET,MIN,2,10,27,SHOTGUN,PASS
11704,3,2,38,DET,MIN,2,15,22,SHOTGUN,PASS
11705,3,1,49,DET,MIN,3,10,27,SHOTGUN,PASS
11706,3,1,9,DET,MIN,1,10,38,SHOTGUN,PASS
11707,3,1,5,DET,MIN,2,10,38,SHOTGUN,PASS
11708,3,1,0,DET,MIN,3,10,38,SHOTGUN,PASS
11709,3,0,55,DET,MIN,4,10,38,PUNT,KICK
11710,3,0,47,MIN,DET,1,10,18,SHOTGUN,RUSH
11712,4,15,0,MIN,DET,2,6,22,SHOTGUN,PASS
11714,4,14,7,MIN,DET,3,8,20,SHOTGUN,PASS
11715,4,13,38,MIN,DET,1,10,28,UNDER CENTER,RUSH
11716,4,13,0,MIN,DET,2,7,31,SHOTGUN,PASS
11717,4,12,55,MIN,DET,3,7,31,SHOTGUN,PASS
11718,4,12,27,DET,MIN,1,10,23,UNDER CENTER,PASS
11719,4,12,12,DET,MIN,1,10,50,SHOTGUN,PASS
11720,4,12,6,MIN,DET,1,10,61,SHOTGUN,RUSH
11721,4,11,30,MIN,DET,2,11,60,SHOTGUN,PASS
11722,4,10,48,MIN,DET,3,9,62,SHOTGUN,PASS
11723,4,10,28,MIN,DET,1,10,79,UNDER CENTER,RUSH
11724,4,10,5,MIN,DET,2,1,88,UNDER CENTER,RUSH
11725,4,6,23,MIN,DET,4,5,95,FIELD GOAL,KICK
11727,4,6,13,DET,MIN,1,10,18,SHOTGUN,PASS
11728,4,5,50,DET,MIN,1,10,29,SHOTGUN,PASS
11729,4,5,23,DET,MIN,2,11,28,NO HUDDLE SHOTGUN,PASS
11730,4,5,15,DET,MIN,3,11,28,SHOTGUN,PASS
11731,4,4,32,DET,MIN,2,6,37,NO HUDDLE SHOTGUN,PASS
11733,4,4,28,DET,MIN,3,6,37,SHOTGUN,PASS
11734,4,4,7,DET,MIN,1,10,43,NO HUDDLE SHOTGUN,PASS
11735,4,3,44,DET,MIN,2,4,49,NO HUDDLE SHOTGUN,PASS
11736,4,3,40,DET,MIN,3,4,49,SHOTGUN,PASS
11737,4,3,36,DET,MIN,4,4,49,SHOTGUN,PASS
11738,4,3,28,DET,MIN,1,10,73,SHOTGUN,PASS
11739,4,3,23,DET,MIN,2,10,73,SHOTGUN,PASS
11740,4,3,19,DET,MIN,3,10,73,SHOTGUN,PASS
11742,4,3,10,DET,MIN,1,10,78,SHOTGUN,PASS
11743,4,3,5,DET,MIN,2,10,78,SHOTGUN,PASS
11744,4,2,29,DET,MIN,3,7,81,NO HUDDLE SHOTGUN,PASS
11745,4,2,25,DET,MIN,4,7,81,SHOTGUN,PASS
11746,4,2,2,DET,MIN,1,10,88,SHOTGUN,PASS
11750,4,0,41,MIN,DET,3,1,80,UNDER CENTER,RUSH
11753,1,15,0,NO,TB,1,10,20,UNDER CENTER,PASS
11754,1,14,28,NO,TB,2,2,28,UNDER CENTER,RUSH
11756,1,13,37,NO,TB,3,11,19,SHOTGUN,PASS
11757,1,13,1,NO,TB,1,10,41,UNDER CENTER,RUSH
11758,1,12,22,NO,TB,2,10,41,SHOTGUN,PASS
11760,1,11,31,NO,TB,1,5,65,UNDER CENTER,PASS
11761,1,11,25,NO,TB,2,5,65,SHOTGUN,RUSH
11762,1,10,49,NO,TB,3,5,65,SHOTGUN,PASS
11763,1,10,45,NO,TB,4,5,65,PUNT,KICK
11764,1,10,38,TB,NO,1,10,4,UNDER CENTER,RUSH
11765,1,10,7,TB,NO,2,8,6,UNDER CENTER,RUSH
11766,1,9,23,TB,NO,3,5,9,UNDER CENTER,PASS
11767,1,8,58,TB,NO,1,10,30,UNDER CENTER,RUSH
11768,1,8,24,TB,NO,1,10,50,UNDER CENTER,RUSH
11769,1,7,42,TB,NO,2,9,51,SHOTGUN,PASS
11770,1,7,8,TB,NO,3,7,53,SHOTGUN,PASS
11771,1,7,2,TB,NO,4,7,53,PUNT,KICK
11772,1,6,55,NO,TB,1,10,7,UNDER CENTER,RUSH
11773,1,6,24,NO,TB,2,5,12,UNDER CENTER,PASS
11774,1,6,17,NO,TB,1,10,17,UNDER CENTER,RUSH
11775,1,5,42,NO,TB,2,10,17,SHOTGUN,PASS
11776,1,4,58,NO,TB,3,4,23,SHOTGUN,PASS
11777,1,4,5,NO,TB,4,25,2,PUNT,KICK
11778,1,3,58,TB,NO,1,10,60,UNDER CENTER,RUSH
11779,1,3,31,TB,NO,1,20,50,UNDER CENTER,RUSH
11780,1,2,53,TB,NO,2,10,60,SHOTGUN,PASS
11781,1,2,10,TB,NO,3,7,63,SHOTGUN,PASS
11782,1,1,34,TB,NO,3,5,65,SHOTGUN,PASS
11783,1,0,50,TB,NO,4,6,64,FIELD GOAL,KICK
11786,2,15,0,NO,TB,3,4,26,SHOTGUN,PASS
11787,2,14,27,NO,TB,1,10,34,SHOTGUN,RUSH
11789,2,13,41,NO,TB,2,12,32,UNDER CENTER,PASS
11791,2,12,36,NO,TB,3,16,28,SHOTGUN,PASS
11792,2,12,29,NO,TB,4,16,28,PUNT,KICK
11793,2,12,17,TB,NO,1,10,35,UNDER CENTER,RUSH
11794,2,11,49,TB,NO,2,5,40,NO HUDDLE,RUSH
11795,2,11,25,TB,NO,3,2,43,NO HUDDLE,PASS
11796,2,11,21,TB,NO,4,2,43,PUNT,KICK
11797,2,11,10,NO,TB,1,10,10,UNDER CENTER,PASS
11798,2,10,37,NO,TB,2,1,19,UNDER CENTER,RUSH
11799,2,10,2,NO,TB,1,10,24,UNDER CENTER,PASS
11800,2,9,31,NO,TB,2,8,26,UNDER CENTER,RUSH
11801,2,8,52,NO,TB,3,4,30,SHOTGUN,PASS
11802,2,8,17,NO,TB,4,15,19,PUNT,KICK
11803,2,6,36,TB,NO,1,10,56,UNDER CENTER,PASS
11804,2,6,26,TB,NO,1,10,61,UNDER CENTER,RUSH
11805,2,5,57,TB,NO,1,20,51,UNDER CENTER,PASS
11806,2,5,14,TB,NO,2,12,59,UNDER CENTER,RUSH
11807,2,4,35,TB,NO,3,5,66,SHOTGUN,PASS
11808,2,4,30,TB,NO,4,5,66,FIELD GOAL,KICK
11809,2,4,25,NO,TB,1,10,42,UNDER CENTER,PASS
11810,2,4,19,NO,TB,2,10,42,UNDER CENTER,RUSH
11811,2,3,45,NO,TB,3,9,43,SHOTGUN,PASS
11812,2,3,5,NO,TB,1,10,64,UNDER CENTER,RUSH
11814,2,2,0,NO,TB,1,10,89,UNDER CENTER,RUSH
11815,2,1,28,NO,TB,2,10,89,SHOTGUN,RUSH
11818,2,1,15,TB,NO,1,10,37,SHOTGUN,PASS
11820,2,1,9,TB,NO,2,15,32,SHOTGUN,PASS
11821,2,1,1,TB,NO,3,16,31,SHOTGUN,PASS
11823,2,0,52,TB,NO,1,10,48,SHOTGUN,PASS
11824,2,0,52,TB,NO,2,6,52,NO HUDDLE SHOTGUN,PASS
11828,2,0,12,NO,TB,1,10,20,UNDER CENTER,RUSH
11831,3,15,0,TB,NO,1,10,20,UNDER CENTER,RUSH
11832,3,14,29,TB,NO,1,10,34,UNDER CENTER,RUSH
11833,3,13,54,TB,NO,2,7,37,UNDER CENTER,PASS
11834,3,13,16,TB,NO,1,10,59,UNDER CENTER,PASS
11835,3,13,7,TB,NO,1,1,99,UNDER CENTER,RUSH
11836,3,12,58,NO,TB,1,10,18,UNDER CENTER,PASS
11837,3,12,53,NO,TB,2,10,18,SHOTGUN,PASS
11838,3,12,49,NO,TB,3,10,18,SHOTGUN,PASS
11839,3,12,11,NO,TB,1,10,30,UNDER CENTER,RUSH
11840,3,11,36,NO,TB,2,8,32,UNDER CENTER,PASS
11841,3,11,14,TB,NO,1,10,52,UNDER CENTER,RUSH
11842,3,10,43,TB,NO,2,8,54,UNDER CENTER,RUSH
11843,3,10,0,TB,NO,3,7,55,SHOTGUN,PASS
11844,3,9,40,TB,NO,1,10,63,UNDER CENTER,RUSH
11845,3,9,14,TB,NO,2,4,69,UNDER CENTER,RUSH
11846,3,8,43,TB,NO,1,10,81,UNDER CENTER,RUSH
11847,3,8,14,TB,NO,1,18,73,UNDER CENTER,PASS
11848,3,7,37,TB,NO,2,14,77,UNDER CENTER,RUSH
11850,3,6,4,NO,TB,1,10,20,UNDER CENTER,RUSH
11851,3,4,4,TB,NO,1,10,40,UNDER CENTER,PASS
11852,3,3,15,TB,NO,1,6,94,UNDER CENTER,RUSH
11853,3,2,35,TB,NO,2,3,97,UNDER CENTER,PASS
11854,3,2,29,TB,NO,3,3,97,UNDER CENTER,PASS
11855,3,2,25,TB,NO,4,3,97,FIELD GOAL,KICK
11857,3,2,20,NO,TB,1,10,20,UNDER CENTER,PASS
11858,3,2,12,NO,TB,2,10,20,SHOTGUN,PASS
11859,3,1,30,NO,TB,3,3,27,SHOTGUN,PASS
11860,3,1,6,NO,TB,1,10,41,UNDER CENTER,PASS
11861,3,0,17,NO,TB,2,1,50,UNDER CENTER,RUSH
11863,4,15,0,NO,TB,1,10,63,UNDER CENTER,RUSH
11864,4,14,25,NO,TB,2,5,68,SHOTGUN,PASS
11865,4,13,43,NO,TB,4,1,72,UNDER CENTER,RUSH
11866,4,13,4,NO,TB,1,10,78,SHOTGUN,RUSH
11867,4,12,31,NO,TB,2,5,83,SHOTGUN,RUSH
11868,4,11,57,NO,TB,1,10,90,UNDER CENTER,RUSH
11869,4,11,21,NO,TB,2,3,97,UNDER CENTER,RUSH
11871,4,10,19,NO,TB,3,1,99,UNDER CENTER,RUSH
11874,4,10,17,TB,NO,1,10,20,UNDER CENTER,RUSH
11875,4,9,41,TB,NO,2,5,25,UNDER CENTER,RUSH
11876,4,9,4,TB,NO,3,3,27,SHOTGUN,PASS
11877,4,8,50,NO,TB,1,10,75,UNDER CENTER,RUSH
11878,4,8,18,NO,TB,2,9,76,UNDER CENTER,PASS
11879,4,8,13,NO,TB,3,9,76,SHOTGUN,PASS
11880,4,8,8,NO,TB,4,9,76,FIELD GOAL,KICK
11881,4,8,3,TB,NO,1,10,32,UNDER CENTER,RUSH
11882,4,7,58,NO,TB,1,10,70,UNDER CENTER,RUSH
11883,4,7,20,NO,TB,1,10,84,UNDER CENTER,PASS
11886,4,7,15,TB,NO,1,10,20,UNDER CENTER,RUSH
11887,4,6,38,TB,NO,2,9,21,UNDER CENTER,PASS
11888,4,6,34,TB,NO,3,9,21,SHOTGUN,PASS
11889,4,5,53,TB,NO,1,10,30,UNDER CENTER,RUSH
11890,4,5,26,TB,NO,1,10,36,UNDER CENTER,RUSH
11891,4,4,45,TB,NO,2,10,36,UNDER CENTER,PASS
11892,4,4,3,TB,NO,3,20,26,SHOTGUN,PASS
11893,4,3,54,TB,NO,3,14,32,SHOTGUN,PASS
11894,4,3,9,TB,NO,4,9,37,PUNT,KICK
11895,4,3,9,NO,TB,1,10,24,SHOTGUN,PASS
11896,4,11,18,HOU,NE,2,7,19,SHOTGUN,PASS
11897,4,3,5,NO,TB,1,10,39,SHOTGUN,PASS
11898,4,2,58,TB,NO,1,10,67,UNDER CENTER,RUSH
11899,4,2,51,TB,NO,1,10,85,UNDER CENTER,RUSH
11900,4,2,6,TB,NO,2,12,83,UNDER CENTER,RUSH
11902,4,2,0,TB,NO,3,11,84,UNDER CENTER,RUSH
11904,4,1,56,TB,NO,4,7,88,FIELD GOAL,KICK
11906,4,1,51,NO,TB,1,10,20,SHOTGUN,PASS
11907,4,1,34,NO,TB,2,2,28,NO HUDDLE SHOTGUN,PASS
11908,4,1,24,NO,TB,1,10,33,SHOTGUN,PASS
11910,4,1,20,NO,TB,1,20,23,SHOTGUN,PASS
11912,4,1,8,NO,TB,2,24,19,SHOTGUN,PASS
11913,4,0,46,NO,TB,3,3,40,SHOTGUN,PASS
11914,4,0,31,NO,TB,1,10,50,NO HUDDLE SHOTGUN,PASS
11915,4,0,22,NO,TB,1,5,55,NO HUDDLE SHOTGUN,PASS
11916,4,0,16,NO,TB,2,5,55,SHOTGUN,PASS
11918,4,0,8,NO,TB,1,10,73,SHOTGUN,PASS
11919,4,0,2,NO,TB,2,10,73,SHOTGUN,PASS
11922,1,15,0,PIT,SF,1,10,20,UNDER CENTER,RUSH
11923,1,14,24,PIT,SF,2,10,20,UNDER CENTER,PASS
11924,1,13,57,PIT,SF,2,5,25,SHOTGUN,PASS
11926,1,13,28,PIT,SF,1,10,48,SHOTGUN,PASS
11927,1,13,21,PIT,SF,2,10,48,UNDER CENTER,PASS
11928,1,12,50,PIT,SF,1,10,67,UNDER CENTER,RUSH
11929,1,12,11,PIT,SF,2,9,68,UNDER CENTER,PASS
11930,1,11,44,PIT,SF,3,26,51,SHOTGUN,PASS
11931,1,11,37,PIT,SF,4,26,51,PUNT,KICK
11932,1,11,30,SF,PIT,1,10,15,SHOTGUN,RUSH
11933,1,11,13,SF,PIT,1,5,20,SHOTGUN,RUSH
11934,1,10,49,SF,PIT,1,10,25,SHOTGUN,RUSH
11935,1,10,18,SF,PIT,2,13,22,SHOTGUN,PASS
11936,1,9,47,SF,PIT,3,11,24,SHOTGUN,PASS
11937,1,9,11,SF,PIT,1,10,38,SHOTGUN,RUSH
11938,1,8,37,SF,PIT,2,3,45,SHOTGUN,PASS
11939,1,7,56,SF,PIT,3,7,41,SHOTGUN,PASS
11940,1,7,46,SF,PIT,4,7,41,PUNT,KICK
11941,1,7,39,PIT,SF,1,10,17,SHOTGUN,RUSH
11942,1,7,26,PIT,SF,2,8,19,NO HUDDLE SHOTGUN,PASS
11943,1,6,58,PIT,SF,3,5,22,NO HUDDLE SHOTGUN,PASS
11944,1,5,53,PIT,SF,2,4,69,NO HUDDLE SHOTGUN,PASS
11945,1,5,10,PIT,SF,1,10,86,NO HUDDLE SHOTGUN,PASS
11946,1,5,5,PIT,SF,2,10,86,NO HUDDLE SHOTGUN,PASS
11947,1,4,20,PIT,SF,2,2,98,NO HUDDLE SHOTGUN,PASS
11950,1,4,20,SF,PIT,1,10,13,SHOTGUN,RUSH
11951,1,3,47,SF,PIT,2,6,17,UNDER CENTER,RUSH
11952,1,3,6,SF,PIT,3,3,20,SHOTGUN,RUSH
11953,1,2,26,SF,PIT,1,10,30,SHOTGUN,RUSH
11954,1,2,6,SF,PIT,1,10,44,SHOTGUN,RUSH
11955,1,1,33,SF,PIT,2,1,53,SHOTGUN,RUSH
11956,1,0,51,SF,PIT,1,10,54,SHOTGUN,RUSH
11957,1,0,15,SF,PIT,2,8,56,SHOTGUN,PASS
11959,2,15,0,SF,PIT,1,10,67,SHOTGUN,RUSH
11960,2,14,39,SF,PIT,2,2,75,NO HUDDLE SHOTGUN,PASS
11962,2,12,25,SF,PIT,1,20,80,SHOTGUN,PASS
11963,2,11,44,SF,PIT,2,23,77,SHOTGUN,PASS
11966,2,10,58,SF,PIT,3,22,78,SHOTGUN,PASS
11967,2,10,32,SF,PIT,4,29,71,FIELD GOAL,KICK
11969,2,10,27,PIT,SF,1,10,20,SHOTGUN,RUSH
11970,2,9,57,PIT,SF,2,7,23,NO HUDDLE SHOTGUN,PASS
11971,2,9,54,PIT,SF,3,7,23,NO HUDDLE SHOTGUN,PASS
11972,2,9,27,PIT,SF,1,10,35,NO HUDDLE,RUSH
11973,2,8,58,PIT,SF,2,8,37,NO HUDDLE SHOTGUN,PASS
11974,2,8,31,PIT,SF,3,6,39,NO HUDDLE SHOTGUN,PASS
11975,2,8,11,PIT,SF,1,2,98,NO HUDDLE,RUSH
11979,2,7,30,SF,PIT,2,6,22,SHOTGUN,RUSH
11980,2,6,47,SF,PIT,3,7,21,SHOTGUN,PASS
11981,2,6,5,SF,PIT,4,24,4,PUNT,KICK
11982,2,5,52,PIT,SF,1,10,65,UNDER CENTER,PASS
11985,2,5,45,SF,PIT,1,10,20,SHOTGUN,PASS
11986,2,5,16,SF,PIT,2,3,27,SHOTGUN,PASS
11987,2,4,47,SF,PIT,1,10,45,SHOTGUN,RUSH
11988,2,4,40,PIT,SF,1,10,58,SHOTGUN,PASS
11989,2,4,3,PIT,SF,1,10,69,SHOTGUN,RUSH
11990,2,3,29,PIT,SF,2,9,70,NO HUDDLE SHOTGUN,PASS
11991,2,2,58,PIT,SF,1,10,82,NO HUDDLE SHOTGUN,PASS
11992,2,2,30,PIT,SF,1,5,95,NO HUDDLE,RUSH
11994,2,2,0,PIT,SF,2,2,98,SHOTGUN,RUSH
11997,2,1,58,SF,PIT,1,10,20,SHOTGUN,RUSH
11998,2,1,29,SF,PIT,2,7,23,NO HUDDLE SHOTGUN,PASS
11999,2,1,7,SF,PIT,3,1,29,NO HUDDLE SHOTGUN,PASS
12000,2,1,6,SF,PIT,1,10,31,SHOTGUN,PASS
